train/param_noise_distance,reference_action_std,total/episodes,rollout/actions_std,total/steps,total/duration,reference_Q_mean,train/loss_critic,obs_rms_mean,train/loss_actor,reference_actor_Q_mean,rollout/episode_steps,rollout/Q_mean,obs_rms_std,reference_action_mean,rollout/return,rollout/episodes,param_noise_stddev,reference_actor_Q_std,reference_perturbed_action_mean,rollout/actions_mean,total/steps_per_second,total/epochs,reference_Q_std,reference_perturbed_action_std,rollout/return_history
,0.967060506344,620.0,0.676081729712,934222,2631.39101839,15.7635822296,4615.33962158,0.169633373618,-1698.50356445,25.4100341797,1506.80967742,641.314672258,0.206465393305,-0.152306869626,29940.6245295,620.0,0.0340271411295,386.909576416,-0.139587506652,-0.0257356637167,355.029713741,31,383.614685059,0.960270822048,45585.9753201
,0.949189841747,640.0,0.680547802841,959251,2702.71403742,74.9176940918,6993.55881226,0.169735997915,-1743.36835693,92.2987365723,1498.8296875,678.561617424,0.206649392843,-0.311602920294,29875.0675966,640.0,0.0340271411295,378.480529785,-0.312051415443,-0.0379162835485,354.921381515,32,374.186828613,0.949254333973,46292.0009793
,0.949461936951,660.0,0.681618951245,980497,2769.54760885,94.398399353,20039.2861426,0.170065492392,-1898.08895752,95.4285125732,1485.60151515,730.866093387,0.206846490502,-0.312347739935,29922.2145488,660.0,0.0340271411295,393.08416748,-0.308551281691,-0.0442781181421,354.027855259,33,386.532867432,0.947121918201,42907.2588624
,0.941126286983,680.0,0.68440553024,1002373,2836.30737305,107.889160156,18967.286084,0.170079812407,-2051.61528564,126.627914429,1474.07794118,763.236592847,0.20722065866,-0.329996138811,29587.7476861,680.0,0.0340271411295,420.092041016,-0.314474850893,-0.0545553870142,353.407747526,34,410.21786499,0.946729362011,27667.3654738
,0.949454009533,700.0,0.684179582388,1015805,2889.18146753,157.91607666,17693.2675439,0.170668870211,-2149.75610352,162.256317139,1451.15,805.135631896,0.207379028201,-0.312822729349,29589.7528333,700.0,0.0477256850534,425.932800293,-0.314605981112,-0.0577617657669,351.589199715,35,418.160003662,0.947149574757,24418.9005522
,0.855221927166,720.0,0.684328645172,1021647,2929.51355433,183.79586792,10910.8224561,0.170774638653,-2068.60260254,190.321289062,1418.95416667,814.520333849,0.207403615117,-0.405070692301,28919.447835,720.0,0.0477256850534,480.156463623,-0.431920051575,-0.060124213473,348.742882069,36,471.187194824,0.845198869705,22588.152329
,0.931952297688,740.0,0.685006435519,1027237,2972.24024272,209.678695679,11085.7176685,0.170709386468,-2131.89540527,218.050476074,1388.15810811,819.812505961,0.207326948643,-0.331915169954,28196.8805703,740.0,0.0477256850534,475.604064941,-0.329986512661,-0.0629632880515,345.610353173,37,471.532775879,0.929222166538,17456.483602
,0.945749223232,760.0,0.684656432139,1036039,3017.3435173,212.591552734,6722.74054199,0.171037882566,-2326.21540771,224.065292358,1363.20921053,847.489499293,0.20744484663,-0.315775305033,27948.6345989,760.0,0.0477256850534,497.461456299,-0.327536910772,-0.065090791077,343.361302437,38,494.425140381,0.934296905994,14923.0069293
,0.983605444431,780.0,0.680418385523,1058627,3085.01020002,187.360595703,14138.9868335,0.171017706394,-2396.65077148,197.642623901,1357.21410256,900.222741857,0.206844061613,-0.0503812544048,28253.836645,780.0,0.0477256850534,486.547912598,-0.0753553286195,-0.066284802649,343.151863806,39,490.1328125,0.981270551682,19183.241566
,0.941344082355,800.0,0.679303948286,1068729,3132.74506974,197.635345459,12512.6077417,0.171325162053,-2511.20942871,224.015182495,1335.91125,933.157321921,0.2068798244,-0.323410660028,28080.0848622,800.0,0.0477256850534,500.593170166,-0.327648192644,-0.0682675775986,341.147771749,40,488.734405518,0.940429151058,17512.4090638
,0.945839881897,820.0,0.678761118549,1076952,3177.84302545,206.394805908,11119.1846167,0.171561047435,-2575.11465332,216.856704712,1313.35609756,956.629744524,0.206911027431,-0.315277636051,27804.5214061,820.0,0.0477256850534,498.213500977,-0.301588386297,-0.070327206229,338.894020685,41,492.346832275,0.946169734001,19777.0511179
,0.943119764328,840.0,0.677258751454,1088603,3227.38479972,295.393920898,13128.3884009,0.172067135572,-2702.67041992,308.865478516,1295.95595238,1002.3974792,0.207035556436,-0.319641262293,27966.6273894,840.0,0.0477256850534,539.416015625,-0.328100323677,-0.0718643545547,337.301892261,42,534.564331055,0.940643489361,26262.7538508
,0.954503297806,860.0,0.674269329259,1105636,3284.42319083,268.172546387,9808.04202393,0.173090264201,-2866.74541992,276.799926758,1285.62325581,1084.92679852,0.207302734256,-0.289154171944,28721.0526793,860.0,0.0477256850534,544.424804688,-0.222112044692,-0.0722259615208,336.630189157,43,536.616760254,0.90694218874,34591.4300903
